id,name,normalized_name,gender,gender_is_inferred
5194,Merl Reagle,merl reagle,unknown,True
5195,Will Shortz,will shortz,unknown,True
5196,Santas,santas,unknown,True
5197,'Dr. King',dr king,unknown,True
5198,Mall Worker,mall worker,unknown,True
5199,Brainiac Bar Man,brainiac bar man,unknown,True
5200,Smug Salesman,smug salesman,unknown,True
5201,Mapple Shoppers,mapple shoppers,unknown,True
5202,Male Shopper,male shopper,unknown,True
5203,Steve Mobbs,steve mobbs,unknown,True
5204,MIDDLE EASTERN BOY,middle eastern boy,unknown,True
5205,Bashir,bashir,unknown,True
5206,Mina,mina,unknown,True
5207,Octopus,octopus,unknown,True
5208,Arab Man,arab man,unknown,True
5209,Thought Bubble Lenny,thought bubble lenny,unknown,True
5210,Amid,amid,unknown,True
5211,Blue Genie,blue genie,unknown,True
5212,Billionaire,billionaire,unknown,True
5213,Billionaires,billionaires,unknown,True
5214,Scared Billionaire,scared billionaire,unknown,True
5215,Jeff Bezos,jeff bezos,unknown,True
5216,Poker-playing Billionaire,poker-playing billionaire,unknown,True
5217,Suburban Mother,suburban mother,unknown,True
5218,'Wall-E',wall-e,unknown,True
5219,Cube-Shaped Homer,cube-shaped homer,unknown,True
5220,Mark Cuban,mark cuban,unknown,True
5221,Man In Gorilla Suit,man in gorilla suit,unknown,True
5222,Angel Mark Cuban,angel mark cuban,unknown,True
5223,Muk Mu,muk mu,unknown,True
5224,Swarm,swarm,unknown,True
5225,Alberto,alberto,male,False
5226,Marv Albert,marv albert,unknown,True
5227,Millionaire,millionaire,unknown,True
5228,Art Instructor,art instructor,unknown,True
5229,Folk Art Singer,folk art singer,unknown,True
5230,Prof. Hobbes,prof hobbes,unknown,True
5231,Mrs. Hobbes,mrs hobbes,unknown,True
5232,Fairy Princess,fairy princess,unknown,True
5233,Two-Nicorn,two-nicorn,unknown,True
5234,Immigration Official,immigration official,unknown,True
5235,Dragon Kearney,dragon kearney,unknown,True
5236,Goblin Jimbo,goblin jimbo,unknown,True
5237,Teenage Vance Connor,teenage vance connor,unknown,True
5238,Vance Connor,vance connor,unknown,True
5239,Teenage Carl,teenage carl,unknown,True
5240,Al Gore,al gore,unknown,True
5241,Administrators,administrators,unknown,True
5242,Jock #1,jock 1,unknown,True
5243,Jock #2,jock 2,unknown,True
5244,Old Italian Man,old italian man,unknown,True
5245,Rest Of Kids,rest of kids,unknown,True
5246,Voices From Sauce,voices from sauce,unknown,True
5247,Student With Glasses,student with glasses,unknown,True
5248,Student Reporter,student reporter,unknown,True
5249,TEEN MAUDE FLANDERS,teen maude flanders,unknown,True
5250,Debbie Pinson,debbie pinson,unknown,True
5251,Teenage Selma,teenage selma,unknown,True
5252,Teenage Patty,teenage patty,unknown,True
5253,Young Smithers,young smithers,unknown,True
5254,Mr. Becker,mr becker,unknown,True
5255,Daffodils Reading Group,daffodils reading group,unknown,True
5256,Boys' Chorus,boys chorus,unknown,True
5257,Girls' Chorus,girls chorus,unknown,True
5258,Other Boys,other boys,unknown,True
5259,Barge Captain,barge captain,unknown,True
5260,Au Pair,au pair,unknown,True
5261,Male Neighbor,male neighbor,unknown,True
5262,Female Neighbor,female neighbor,unknown,True
5263,Eerie Voice,eerie voice,unknown,True
5264,2nd Orderly,2nd orderly,unknown,True
5265,Dwight Eisenhower,dwight eisenhower,unknown,True
5266,Nancy Gladness,nancy gladness,unknown,True
5267,Nat Gladness,nat gladness,unknown,True
5268,Photo Simpsons,photo simpsons,unknown,True
5269,Mother Superior,mother superior,unknown,True
5270,Mysterious Nun,mysterious nun,unknown,True
5271,'HOMER'S HAND',homers hand,unknown,True
5272,Welcome Mat,welcome mat,unknown,True
5273,Hot Tub Salesman,hot tub salesman,unknown,True
5274,Irish Pilot,irish pilot,unknown,True
5275,American Woman,american woman,unknown,True
5276,Irish Locals,irish locals,unknown,True
5277,Yuppie Leprechauns,yuppie leprechauns,unknown,True
5278,Tom O'Flanagan,tom oflanagan,unknown,True
5279,German Krusty,german krusty,unknown,True
5280,German Sideshow Mel,german sideshow mel,unknown,True
5281,Brew-master,brew-master,unknown,True
5282,American Man,american man,unknown,True
5283,2nd American Man,2nd american man,unknown,True
5284,Irish Kid,irish kid,unknown,True
5285,Bicyclist,bicyclist,unknown,True
5286,Street Musician,street musician,unknown,True
5287,Eastern-european Woman,eastern-european woman,unknown,True
5288,Yup-rechaun,yup-rechaun,unknown,True
5289,Irish Maitre D',irish maitre d,unknown,True
5290,Irish Guy,irish guy,unknown,True
5291,Old Irishman,old irishman,unknown,True
5292,Smokers,smokers,unknown,True
5293,2nd Irish Cop,2nd irish cop,unknown,True
5294,Irish Judge,irish judge,unknown,True
5295,Congregants,congregants,unknown,True
5296,Coroner,coroner,unknown,True
5297,Bridal Saleslady,bridal saleslady,unknown,True
5298,Tux Salesman,tux salesman,unknown,True
5299,Videographer,videographer,unknown,True
5300,Deep Mysterious Voice,deep mysterious voice,unknown,True
5301,Hockey Announcer #1,hockey announcer 1,unknown,True
5302,Hockey Announcer #2,hockey announcer 2,unknown,True
5303,Hockey Announcer #3,hockey announcer 3,unknown,True
5304,Maya,maya,unknown,True
5305,Umpa-lumpas,umpa-lumpas,unknown,True
5306,Jenny,jenny,unknown,True
5307,'MAJOR PRESTON',major preston,unknown,True
5308,Swedish Woman,swedish woman,unknown,True
5309,Mother Duck,mother duck,unknown,True
5310,Sleazy Girl,sleazy girl,unknown,True
5311,Wiggum Smiley Face,wiggum smiley face,unknown,True
5312,Zamboni Operator,zamboni operator,unknown,True
5313,Hot Dog Vendor,hot dog vendor,unknown,True
5314,Fried Dough Vendor,fried dough vendor,unknown,True
5315,Midway Barker,midway barker,unknown,True
5316,Juggler,juggler,unknown,True
5317,Old Comedy Writer,old comedy writer,unknown,True
5318,Soccer Mom,soccer mom,unknown,True
5319,Popular Girl #1,popular girl 1,unknown,True
5320,Popular Girl #1's Tablemates,popular girl 1s tablemates,unknown,True
5321,Popular Girl #2,popular girl 2,unknown,True
5322,Popular Girl #2's Tablemates,popular girl 2s tablemates,unknown,True
5323,Helicopter Parents,helicopter parents,unknown,True
5324,Kaitlin,kaitlin,unknown,True
5325,GHOST,ghost,unknown,True
5326,Chaucer's Ghost,chaucers ghost,unknown,True
5327,Female Ghost,female ghost,unknown,True
5328,ELEGANTLY-DRESSED GHOST,elegantly-dressed ghost,unknown,True
5329,Oscar Wilde,oscar wilde,unknown,True
5330,Mother In Audience,mother in audience,unknown,True
5331,Kenny,kenny,unknown,True
5332,Science Water Promoter,science water promoter,unknown,True
5333,City Inspector,city inspector,unknown,True
5334,Dr. Bettelheim,dr bettelheim,unknown,True
5335,Geoff,geoff,unknown,True
5336,Donald,donald,unknown,True
5337,Caitlin,caitlin,unknown,True
5338,Katelyn,katelyn,unknown,True
5339,Kate Lynn,kate lynn,unknown,True
5340,Girl In Background,girl in background,unknown,True
5341,SMITTEN GIRL WHO FAINTS,smitten girl who faints,unknown,True
5342,Girl In Riding Boots,girl in riding boots,unknown,True
5343,British Groundskeeper,british groundskeeper,unknown,True
5344,Boy Resembling Ralph,boy resembling ralph,unknown,True
5345,Teenage Stagehand,teenage stagehand,unknown,True
5346,Alaska Nebraska,alaska nebraska,unknown,True
5347,CAITLYN,caitlyn,unknown,True
5348,Walsingham,walsingham,unknown,True
5349,Queen Elizabeth,queen elizabeth,unknown,True
5350,Herald Mel,herald mel,unknown,True
5351,Prince Ralph,prince ralph,unknown,True
5352,King Julio,king julio,unknown,True
5353,Lady Marjorie,lady marjorie,unknown,True
5354,Sir Walter Raleigh,sir walter raleigh,unknown,True
5355,Advisor,advisor,unknown,True
5356,Protestant Minister,protestant minister,unknown,True
5357,Vietnamese Manicurist,vietnamese manicurist,unknown,True
5358,Doc,doc,unknown,True
5359,Other Dwarves,other dwarves,unknown,True
5360,Evil Queen,evil queen,unknown,True
5361,Disembodied Face,disembodied face,unknown,True
5362,Huntsman Willie,huntsman willie,unknown,True
5363,Snow White,snow white,unknown,True
5364,Turtle,turtle,unknown,True
5365,Dwarves,dwarves,unknown,True
5366,Crabby,crabby,unknown,True
5367,First Witch,first witch,unknown,True
5368,Second Witch,second witch,unknown,True
5369,Lady 911 Operator,lady 911 operator,unknown,True
5370,Ghosts,ghosts,unknown,True
5371,Mr. Toohey,mr toohey,unknown,True
5372,Avery Mann,avery mann,unknown,True
5373,Everyman,everyman,unknown,True
5374,Older Executive,older executive,unknown,True
5375,Male Producer,male producer,unknown,True
5376,Jonah,jonah,unknown,True
5377,Director #1,director 1,unknown,True
5378,Director #2,director 2,unknown,True
5379,Fiji,fiji,unknown,True
5380,HOLLYWOOD HIPSTERS,hollywood hipsters,unknown,True
5381,Police Chief,police chief,unknown,True
5382,Leading Lady,leading lady,unknown,True
5383,Studio Heads,studio heads,unknown,True
5384,Former Studio Head,former studio head,unknown,True
5385,Dr. Reptilicus,dr reptilicus,unknown,True
5386,Exercise Babe,exercise babe,unknown,True
5387,NEW TEACHER,new teacher,unknown,True
5388,BIG-BUSTED DOWAGER,big-busted dowager,unknown,True
5389,Australian Woman,australian woman,unknown,True
5390,Fighter,fighter,unknown,True
5391,Autograph-signing Fighter,autograph-signing fighter,unknown,True
5392,Scalper,scalper,unknown,True
5393,Chett,chett,unknown,True
5394,Donkey,donkey,unknown,True
5395,Man Below,man below,unknown,True
5396,HEAVY BAG,heavy bag,unknown,True
5397,Males In Audience,males in audience,unknown,True
5398,Muncher Barney,muncher barney,unknown,True
5399,Muncher,muncher,unknown,True
5400,Muncher Helen Lovejoy,muncher helen lovejoy,unknown,True
5401,Wild-eyed Man,wild-eyed man,unknown,True
5402,Refugees,refugees,unknown,True
5403,Head Soldier,head soldier,unknown,True
5404,Chinese-american Worker,chinese-american worker,unknown,True
5405,LUANNE,luanne,unknown,True
5406,Carl #1,carl 1,unknown,True
5407,Carl #2,carl 2,unknown,True
5408,CLASSY FRENCHMAN,classy frenchman,unknown,True
5409,COMMISSIONER POMPIDOU,commissioner pompidou,unknown,True
5410,Beautiful French Lady,beautiful french lady,unknown,True
5411,Terrorist Type,terrorist type,unknown,True
5412,Bonk It,bonk it,unknown,True
5413,Cletus' Pa,cletus pa,unknown,True
5414,Hillbillies,hillbillies,unknown,True
5415,Bearded Hillbilly,bearded hillbilly,unknown,True
5416,Big Hillbilly,big hillbilly,unknown,True
5417,Whitney,whitney,unknown,True
5418,Mysterious Voices,mysterious voices,unknown,True
5419,Hooded Figures,hooded figures,unknown,True
5420,Gwendolyn,gwendolyn,unknown,True
5421,Cassandra,cassandra,unknown,True
5422,Esmeralda,esmeralda,unknown,True
5423,Homer Snowman,homer snowman,unknown,True
5424,Substitute Teacher,substitute teacher,unknown,True
5425,Wiccans,wiccans,unknown,True
5426,Court Reporter,court reporter,unknown,True
5427,Huell Howser,huell howser,unknown,True
5428,Emmy Announcer,emmy announcer,unknown,True
5429,Female Presenter,female presenter,unknown,True
5430,Wilbur,wilbur,unknown,True
5431,Peyton Manning,peyton manning,unknown,True
5432,Eli Manning,eli manning,unknown,True
5433,Cooper Manning,cooper manning,unknown,True
5434,PEYTON/ELI,peytoneli,unknown,True
5435,Dick,dick,unknown,True
5436,New Sister,new sister,unknown,True
5437,KID VOICE,kid voice,unknown,True
5438,Sisters,sisters,unknown,True
5439,SMOTHERS BROTHERS,smothers brothers,unknown,True
5440,DICK SMOTHERS,dick smothers,unknown,True
5441,TOM SMOTHERS,tom smothers,unknown,True
5442,Marshall Goldman,marshall goldman,unknown,True
5443,Commanding Officer,commanding officer,unknown,True
5444,Brooklyn Sailor,brooklyn sailor,unknown,True
5445,Boston Sailor,boston sailor,unknown,True
5446,Clark Gable,clark gable,unknown,True
5447,Mitch Albom,mitch albom,unknown,True
5448,Railroad Bull,railroad bull,unknown,True
5449,All Railroad Bulls,all railroad bulls,unknown,True
5450,2nd Railroad Bull,2nd railroad bull,unknown,True
5451,Krusty Auditioner,krusty auditioner,unknown,True
5452,Gator,gator,unknown,True
5453,Gary Larson,gary larson,unknown,True
5454,Holly Hippie,holly hippie,unknown,True
5455,Eartha Kitt,eartha kitt,unknown,True
5456,Valerie,valerie,unknown,True
5457,Lottery Official,lottery official,unknown,True
5458,Magic Mirror,magic mirror,unknown,True
5459,Chris Martin,chris martin,unknown,True
5460,2nd Nurse,2nd nurse,unknown,True
5461,Brassy Housewife,brassy housewife,unknown,True
5462,2nd Brassy Housewife,2nd brassy housewife,unknown,True
5463,Curly #1,curly 1,unknown,True
5464,Curlys,curlys,unknown,True
5465,Curly #3,curly 3,unknown,True
5466,Olympic Pins,olympic pins,unknown,True
5467,Pin Dealer,pin dealer,unknown,True
5468,BALD MIDGET,bald midget,unknown,True
5469,Medicine Woman,medicine woman,unknown,True
5470,Milhoose,milhoose,unknown,True
5471,Canadian Nelson,canadian nelson,unknown,True
5472,Usa Fans,usa fans,unknown,True
5473,Swedish Man,swedish man,unknown,True
5474,French Canadian,french canadian,unknown,True
5475,English Canadian,english canadian,unknown,True
5476,Hiram,hiram,unknown,True
5477,Mabel,mabel,unknown,True
5478,Colonel Burns,colonel burns,unknown,True
5479,Smithers-like Valet,smithers-like valet,unknown,True
5480,Virgil Simpson,virgil simpson,unknown,True
5481,Patroller #1,patroller 1,unknown,True
5482,Patroller #2,patroller 2,unknown,True
5483,Circus Clown,circus clown,unknown,True
5484,Milford,milford,unknown,True
5485,Obama Kids,obama kids,unknown,True
5486,Librarian #2,librarian 2,unknown,True
5487,Hopi Singers,hopi singers,unknown,True
5488,Anime Kid,anime kid,unknown,True
5489,PICKACHU-TYPE,pickachu-type,unknown,True
5490,Gps,gps,unknown,True
5491,Mouse,mouse,unknown,True
5492,Bart's Class,barts class,unknown,True
5493,Miss Stringham,miss stringham,unknown,True
5494,Miss Stringham's Class,miss stringhams class,unknown,True
5495,CHILLED-OUT KID,chilled-out kid,unknown,True
5496,Bodhi,bodhi,unknown,True
5497,Nikki McKenna,nikki mckenna,unknown,True
5498,COOL SECOND-GRADER #1,cool second-grader 1,unknown,True
5499,COOL SECOND-GRADER #2,cool second-grader 2,unknown,True
5500,Nikki's Mom,nikkis mom,unknown,True
5501,Nikki's Dad,nikkis dad,unknown,True
5502,Henry Higgins,henry higgins,unknown,True
5503,Michelle Obama,michelle obama,unknown,True
5504,COOL SECOND GRADER #1,cool second grader 1,unknown,True
5505,Navy Seal,navy seal,unknown,True
5506,Airport Workers,airport workers,unknown,True
5507,Israeli Airline Guard,israeli airline guard,unknown,True
5508,Bible Group,bible group,unknown,True
5509,DOREET,doreet,unknown,True
5510,Israeli Bystander,israeli bystander,unknown,True
5511,Chief Security Officer,chief security officer,unknown,True
5512,Cucumber,cucumber,unknown,True
5513,Muslim Man,muslim man,unknown,True
5514,Prison Guard,prison guard,unknown,True
5515,Pleasant Cellmate,pleasant cellmate,unknown,True
5516,Delroy,delroy,unknown,True
5517,Thought Bubble Grampa,thought bubble grampa,unknown,True
5518,Wimpy-looking Boy,wimpy-looking boy,unknown,True
5519,Boy #3,boy 3,unknown,True
5520,Tellers,tellers,unknown,True
5521,Silkie,silkie,unknown,True
5522,Edward G. Robinson,edward g robinson,unknown,True
5523,Ominous Announcer,ominous announcer,unknown,True
5524,Wise Old Alien,wise old alien,unknown,True
5525,'Shia LaBeouf',shia labeouf,unknown,True
5526,Sexy Girl,sexy girl,unknown,True
5527,Sun,sun,unknown,True
5528,Danish Sales Rep,danish sales rep,unknown,True
5529,Springfield Man,springfield man,unknown,True
5530,Jamie,jamie,unknown,True
5531,Jakob,jakob,male,False
5532,Princess Penelope,princess penelope,female,False
5533,National Guardsman #1,national guardsman 1,unknown,True
5534,National Guardsman #2,national guardsman 2,unknown,True
5535,National Guardsman #3,national guardsman 3,unknown,True
5536,Female Activist,female activist,unknown,True
5537,HUGE BLUE WHALE,huge blue whale,unknown,True
5538,Ms. Dubinsky,ms dubinsky,unknown,True
5539,Megan,megan,unknown,True
5540,Man At Counter,man at counter,unknown,True
5541,Train Conductor,train conductor,unknown,True
5542,Bomb Squad Guy,bomb squad guy,unknown,True
5543,Liberal Man,liberal man,unknown,True
5544,CONSULTANT,consultant,unknown,True
5545,Cockney Flower Girls,cockney flower girls,unknown,True
5546,Bobbies,bobbies,unknown,True
5547,Sally's Father,sallys father,unknown,True
5548,Upright Citizens,upright citizens,unknown,True
5549,Audrey,audrey,unknown,True
5550,Revelers,revelers,unknown,True
5551,The Queen,the queen,unknown,True
5552,Prince Charles,prince charles,unknown,True
5553,Lullaby Singer,lullaby singer,unknown,True
5554,Indian Singer,indian singer,unknown,True
5555,Don Pardo,don pardo,unknown,True
5556,Homer Devils,homer devils,unknown,True
5557,Black Bishop,black bishop,unknown,True
5558,Icelandic Man,icelandic man,unknown,True
5559,2nd Icelandic Man,2nd icelandic man,unknown,True
5560,NEW NEIGHBOR,new neighbor,unknown,True
5561,WALT,walt,unknown,True
5562,Neighbors,neighbors,unknown,True
5563,THE REAL WALT,the real walt,unknown,True
5564,Prison Worker,prison worker,unknown,True
5565,Joyce,joyce,unknown,True
5566,Mexican Man,mexican man,unknown,True
5567,Southern State Trooper,southern state trooper,unknown,True
5568,Midwestern Trooper,midwestern trooper,unknown,True
5569,New Jersey Patrolman,new jersey patrolman,unknown,True
5570,Man With Crazy Beard,man with crazy beard,unknown,True
5571,Thought Bubble Lisa,thought bubble lisa,unknown,True
5572,Ron Finkelsteinberg,ron finkelsteinberg,unknown,True
5573,Sports Bar Guy #3,sports bar guy 3,unknown,True
5574,Sports Bar Guy #4,sports bar guy 4,unknown,True
5575,Ryan Seacrest,ryan seacrest,unknown,True
5576,Randy Jackson,randy jackson,unknown,True
5577,Kara DioGuardi,kara dioguardi,unknown,True
5578,Ellen DeGeneres,ellen degeneres,unknown,True
5579,Thought Bubble Simon Cowell,thought bubble simon cowell,unknown,True
5580,Pro Shop Clerk,pro shop clerk,unknown,True
5581,Friendly Old Golfer,friendly old golfer,unknown,True
5582,Nobel Academy President,nobel academy president,unknown,True
5583,Military Choir,military choir,unknown,True
5584,Tsa Security Officer,tsa security officer,unknown,True
5585,Ira Glass,ira glass,unknown,True
5586,TEENAGE GIRL CAMPER,teenage girl camper,unknown,True
5587,TEENAGE BOY CAMPER,teenage boy camper,unknown,True
5588,2ND TEENAGE GIRL CAMPER,2nd teenage girl camper,unknown,True
5589,Teenage Singers,teenage singers,unknown,True
5590,Kurt Hardwick,kurt hardwick,unknown,True
5591,VAN KRUUSTEN,van kruusten,unknown,True
5592,Flynn,flynn,unknown,True
5593,Chief Magistrate,chief magistrate,unknown,True
5594,Aiesha,aiesha,unknown,True
5595,SARAH,sarah,unknown,True
5596,Fat Kids,fat kids,unknown,True
5597,E-Z Reader,e-z reader,unknown,True
5598,Schoolboy,schoolboy,unknown,True
5599,Belgian Bailiff,belgian bailiff,unknown,True
5600,Bailiff's Brother,bailiffs brother,unknown,True
5601,Afrikaner Promoter,afrikaner promoter,unknown,True
5602,BERNICE/HELEN,bernicehelen,unknown,True
5603,Maitre D'ess,maitre dess,unknown,True
5604,Fat Banker,fat banker,unknown,True
5605,Muhammad Yunus,muhammad yunus,unknown,True
5606,Chris Hansen,chris hansen,unknown,True
5607,Mark Zuckerberg,mark zuckerberg,unknown,True
5608,Dahlia,dahlia,unknown,True
5609,Hobby Shop Owner,hobby shop owner,unknown,True
5610,Bill James,bill james,unknown,True
5611,Ball,ball,unknown,True
5612,Teammates,teammates,unknown,True
5613,Funnel Cake Man,funnel cake man,unknown,True
5614,Rev. Lovejoy Avatar,rev lovejoy avatar,unknown,True
5615,Rich Uncle Pennybags,rich uncle pennybags,unknown,True
5616,Powerful Voice,powerful voice,unknown,True
5617,Colonel Ketchup,colonel ketchup,unknown,True
5618,Crazy Eights,crazy eights,unknown,True
5619,Pelican,pelican,unknown,True
5620,Edmund,edmund,unknown,True
5621,Vampire Dad,vampire dad,unknown,True
5622,Kount,kount,unknown,True
5623,Abby,abby,unknown,True
5624,Professional-looking Driver,professional-looking driver,unknown,True
5625,Admissions Director,admissions director,unknown,True
5626,Cloisters Girl,cloisters girl,unknown,True
5627,Another Girl,another girl,unknown,True
5628,Ms. Marshall,ms marshall,unknown,True
5629,Chairman,chairman,unknown,True
5630,Nbc Executive,nbc executive,unknown,True
5631,Network Executive,network executive,unknown,True
5632,THE REAL BOB,the real bob,male,False
5633,Simon Cowell,simon cowell,male,False
5634,Personal Physician,personal physician,unknown,True
5635,Sgt. Activity Doll,sgt activity doll,unknown,True
5636,Funeral Director,funeral director,unknown,True
5637,Guido Guy,guido guy,unknown,True
5638,Dick Cheney,dick cheney,unknown,True
5639,General Patton,general patton,unknown,True
5640,Danica Patrick,danica patrick,unknown,True
5641,Will Rogers,will rogers,unknown,True
5642,W.C. FIELDS,wc fields,unknown,True
5643,Dr. Thurston,dr thurston,unknown,True
5644,Caretaker,caretaker,unknown,True
5645,'Bing Crosby',bing crosby,unknown,True
5646,Gruff Sergeant,gruff sergeant,unknown,True
5647,German,german,unknown,True
5648,Western Union Boy,western union boy,unknown,True
5649,Tree Salesman,tree salesman,unknown,True
5650,Hamlet,hamlet,unknown,True
5651,Katy Perry,katy perry,unknown,True
5652,Sock Puppet Dog,sock puppet dog,unknown,True
5653,Samoan Native,samoan native,unknown,True
5654,Wah-wah Birds,wah-wah birds,unknown,True
5655,Glinda,glinda,unknown,True
5656,Other Guards,other guards,unknown,True
5657,Female Agent,female agent,unknown,True
5658,Whiny Agent,whiny agent,unknown,True
5659,Fit Tony,fit tony,unknown,True
5660,Erik,erik,unknown,True
5661,4th Graders,4th graders,unknown,True
5662,5th Graders,5th graders,unknown,True
5663,Zach,zach,unknown,True
5664,Mr. Benzie,mr benzie,unknown,True
5665,Tough 5th Grader,tough 5th grader,unknown,True
5666,Anita,anita,unknown,True
5667,Connie,connie,unknown,True
5668,Chris,chris,unknown,True
5669,Andy Hamilton,andy hamilton,unknown,True
5670,Tyler Winklevoss,tyler winklevoss,unknown,True
5671,Ross,ross,unknown,True
5672,MARGE 40-YEAR-OLD,marge 40-year-old,unknown,True
5673,Fat Late Shift Worker,fat late shift worker,unknown,True
5674,Mr. Burns Heads,mr burns heads,unknown,True
5675,Super-hairy Wonder Woman,super-hairy wonder woman,unknown,True
5676,Ms. Juniper,ms juniper,unknown,True
5677,DISTINGUISHED OLDER GENTLEMEN,distinguished older gentlemen,unknown,True
5678,Comic Book Gay,comic book gay,unknown,True
5679,Tranny #1,tranny 1,unknown,True
5680,Tranny #2,tranny 2,unknown,True
5681,Gays,gays,unknown,True
5682,Grizzly Shawn,grizzly shawn,unknown,True
5683,Bar Customers,bar customers,unknown,True
5684,Devil Moe,devil moe,unknown,True
5685,Real Devil Moe,real devil moe,unknown,True
5686,Melody,melody,unknown,True
5687,Distinguished Older Gentleman,distinguished older gentleman,unknown,True
5688,Liz,liz,unknown,True
5689,Playground Ghost,playground ghost,unknown,True
5690,'Gale Gordon',gale gordon,unknown,True
5691,'Lucille Ball',lucille ball,unknown,True
5692,Courtney,courtney,unknown,True
5693,Fat Chinese Spy,fat chinese spy,unknown,True
5694,CHEEKBONE CHINESE SPY,cheekbone chinese spy,unknown,True
5695,Atf Agent,atf agent,unknown,True
5696,2nd Atf Agent,2nd atf agent,unknown,True
5697,Goatee Chinese Spy,goatee chinese spy,unknown,True
5698,David Mamet,david mamet,unknown,True
5699,Statue of Liberty,statue of liberty,unknown,True
5700,Cheekbones Chinese Spy,cheekbones chinese spy,unknown,True
5701,CHEEKBONE/GOATEE SPIES,cheekbonegoatee spies,unknown,True
5702,Sheldon Leavitt,sheldon leavitt,unknown,True
5703,Rebecca,rebecca,unknown,True
5704,Dog Guy,dog guy,unknown,True
5705,Lainie,lainie,unknown,True
5706,Carlotta,carlotta,unknown,True
5707,Middle-aged Lady,middle-aged lady,unknown,True
5708,Heavyset Woman,heavyset woman,unknown,True
5709,Attractive Friend,attractive friend,unknown,True
5710,Blofeld,blofeld,unknown,True
5711,Young Woman #1,young woman 1,unknown,True
5712,Young Woman #2,young woman 2,unknown,True
5713,Burns' Wingman,burns wingman,unknown,True
5714,YOUNG WOMAN #1 & #2,young woman 1 2,unknown,True
5715,Scratchy's Father,scratchys father,unknown,True
5716,Cat Monk,cat monk,unknown,True
5717,Crazy Clown,crazy clown,unknown,True
5718,Herman Millwood,herman millwood,unknown,True
5719,Crazed-looking Techie,crazed-looking techie,unknown,True
5720,Male Animator,male animator,unknown,True
5721,Female Animator,female animator,unknown,True
5722,2nd Male Animator,2nd male animator,unknown,True
5723,Animators,animators,unknown,True
5724,MAN IN THE AUDIENCE,man in the audience,unknown,True
5725,Sir Anthony Hopkins,sir anthony hopkins,unknown,True
5726,'John Lassiter',john lassiter,unknown,True
5727,Russell Brand,russell brand,unknown,True
5728,D.J. Kwanzaa,dj kwanzaa,unknown,True
5729,Ice Mocha,ice mocha,unknown,True
5730,Nasty J,nasty j,unknown,True
5731,Halle Berry,halle berry,unknown,True
5732,Cowboy Ketchup,cowboy ketchup,unknown,True
5733,Waffle,waffle,unknown,True
5734,Fbi Supervisor,fbi supervisor,male,False
5735,'Randy Newman',randy newman,male,False
5736,Dr. Kissingher,dr kissingher,male,False
5737,Peanut Butter,peanut butter,unknown,True
5738,Willis,willis,unknown,True
5739,Miss Pennyfarthing,miss pennyfarthing,unknown,True
5740,Nick Park,nick park,unknown,True
5741,'Martin Scorsese',martin scorsese,unknown,True
5742,Leathery Old Man,leathery old man,unknown,True
5743,Leathery Old Woman,leathery old woman,unknown,True
5744,Climber,climber,unknown,True
5745,Other Orderly,other orderly,unknown,True
5746,Frat Nerd,frat nerd,unknown,True
5747,Drug Dealer,drug dealer,unknown,True
5748,Old-timey Farmer,old-timey farmer,unknown,True
5749,Friends,friends,unknown,True
5750,Fetus,fetus,unknown,True
5751,Grizabella,grizabella,unknown,True
5752,ELEANOR,eleanor,unknown,True
5753,Middle-aged Father,middle-aged father,unknown,True
5754,Viking Fan,viking fan,unknown,True
5755,RETIRED AFRICAN-AMERICAN,retired african-american,unknown,True
5756,2nd Retired Lineman Masseur,2nd retired lineman masseur,unknown,True
5757,FOOTBALL-HATING INTELLECTUAL,football-hating intellectual,unknown,True
5758,Gerald,gerald,unknown,True
5759,Kareem Abdul-Jabbar,kareem abdul-jabbar,unknown,True
5760,Custodial Employee,custodial employee,unknown,True
5761,Man In Tux,man in tux,unknown,True
5762,Sommeliers,sommeliers,unknown,True
5763,SHIRLEY TEMPLE-TYPE GIRL,shirley temple-type girl,unknown,True
5764,Ewell Freestone,ewell freestone,unknown,True
5765,Garden Ladies,garden ladies,unknown,True
5766,Swami,swami,unknown,True
5767,Cregg Demon,cregg demon,unknown,True
5768,THOUGHT-BUBBLE FLANDERS,thought-bubble flanders,unknown,True
5769,Ricky Jay,ricky jay,unknown,True
5770,David Copperfield,david copperfield,unknown,True
5771,Late Wife,late wife,unknown,True
5772,Wedding Planner,wedding planner,unknown,True
5773,STEVIE B.,stevie b,unknown,True
5774,Tushie,tushie,unknown,True
5775,'The Occurrence',the occurrence,unknown,True
5776,Guidos,guidos,unknown,True
5777,Old Italian Woman,old italian woman,unknown,True
5778,Angela,angela,unknown,True
5779,1970s Grampa,1970s grampa,unknown,True
5780,Taffy,taffy,unknown,True
5781,Assorted Women,assorted women,unknown,True
5782,Cyclist,cyclist,unknown,True
5783,Female Ibs Sufferer,female ibs sufferer,unknown,True
5784,Male Ibs Sufferer,male ibs sufferer,unknown,True
5785,Matrons,matrons,unknown,True
5786,Elderly Nancy Drew,elderly nancy drew,unknown,True
5787,Key Man,key man,unknown,True
5788,P.T. Express,pt express,unknown,True
5789,Angry Female Teacher,angry female teacher,unknown,True
5790,Lenny's Face,lennys face,unknown,True
5791,Skinner's Face,skinners face,unknown,True
5792,Comic Book Guy's Face,comic book guys face,unknown,True
